index,State,Abbreviation,Average Daylight Hours,Binge Drinking Rate (%),Median Drinks per Binge,Top 25% Drinks per Binge,Median Binges per Month,Top 25% Binges per Month,Annual Deaths,Death Rate Increase (%),"Deaths per 10,000 Adults",Male Death Percentage (%),Chronic Death Percentage (%),Over 35 Death Percentage (%),Under 21 Death Percentage (%),Years of Life Lost,Economic Cost ($),Cost per Drink ($),city,country,description,location,state,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video Evidence,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Daylight Duration,Haunted Places Date,Year,Deaths Caused by Drugs,Population,Crude Death Rate,phase,diameter,distance,distance_nearest_pow,church_count_2km,most_common_religion,entities_detected,TIME,PERSON,PRODUCT,NORP,CARDINAL,DATE,ORDINAL,MONEY,WORK_OF_ART,ORG,GPE,EVENT,FAC,QUANTITY,LOC,LAW,PERCENT,LANGUAGE,Generated Prompt,geoparser_data,Image Name,Caption,Extracted Captions,Fuzzy Avg Similarity,Semantic Avg Similarity,Classnames,ImagePath
7300,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,Cleveland,United States,A haunted castle located in downtown Cleveland has said to be haunted by a ghost that roams the hallways at night. Reporters who toured the house reported cold rooms and heard a child crying from the carriage house and heard music coming from the third floor ballroom. The family that lived there reportedly said that their child's toys were missing and they would find clothing from the early 1900s.,Franklin Castle,Ohio,OH,-81.7165798,41.4857366,-81.6943605,41.49932,True,False,3,night,Child Ghost,supernatural,9:14,1/1/00,2000,563,11353140,4.959,6.81,1876.6,381921,647.3940961269806,11.0,christian,"[('Cleveland', 'GPE'), ('night', 'TIME'), ('third', 'ORDINAL'), ('the early 1900s', 'DATE')]",night,,,,,the early 1900s,third,,,,Cleveland,,,,,,,,"Child floating figure appearing at  a haunted Franklin Castle at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.","{'Cleveland County': {'Latitude': '33.89836', 'Longitude': '-92.18514'}}",image_7300.png,"{""captions"": [{""confidence"": 0.00010239605552018665, ""sentence"": ""a tall building with a clock on it""}, {""confidence"": 8.955449689239923e-05, ""sentence"": ""a clock tower in the middle of a field .""}, {""confidence"": 8.692715117423938e-05, ""sentence"": ""a clock tower in the middle of a park .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 654, ""units"": ""ms""}}","['a tall building with a clock on it', 'a clock tower in the middle of a field .', 'a clock tower in the middle of a park .']",15.67,0.6049,"church, church building, bell cote, bell cot, monastery, barn",Generated Image no description 1/image_7300.png
7320,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,Columbus,United States,"The ghosts that haunt it are there because the school was built directly on top of a Catholic cemetery. It is a few blocks away from Kelton house, mentioned above.",Columbus State Community College,Ohio,OH,-82.98719,39.969191,-82.9987942,39.9611755,False,False,0,unknown,Multiple Ghosts,supernatural,9:21,12/15/16,2016,Unknown,Unknown,Unknown,98.4,1978.7,362228,505.4122984082389,5.0,christian,"[('Catholic', 'NORP'), ('Kelton', 'GPE')]",,,,Catholic,,,,,,,Kelton,,,,,,,,"Multiple floating figures appearing at  a haunted Columbus State Community College, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7320.png,"{""captions"": [{""confidence"": 0.0012529398145371875, ""sentence"": ""a black and white photo of a train station .""}, {""confidence"": 0.0006253044869980446, ""sentence"": ""a black and white photo of a train station""}, {""confidence"": 0.00041795726812596576, ""sentence"": ""a black and white photo of a subway station .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 646, ""units"": ""ms""}}","['a black and white photo of a train station .', 'a black and white photo of a train station', 'a black and white photo of a subway station .']",31.67,0.6052,"sliding door, prison, prison house, turnstile, passenger car, coach, carriage, pay-phone, pay-station",Generated Image no description 1/image_7320.png
7340,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,Dalton,United States,A cemetery that people say is haunted by two men and a woman. One of the men is supposed to be the founder of Dalton and the women is his wife. Nobody knows who the other man is.,Dalton Cemetery,Ohio,OH,-81.6950931,40.7984937,-81.6954067,40.7989449,False,False,2,unknown,Unknown,unknown,14:41,7/20/21,2021,Unknown,Unknown,Unknown,78.19,1959.6,365757,4903.691658719075,,,"[('two', 'CARDINAL'), ('One', 'CARDINAL'), ('Dalton', 'PERSON')]",,Dalton,,,"two, One",,,,,,,,,,,,,," a haunted Dalton Cemetery, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7340.png,"{""captions"": [{""confidence"": 0.00018121331651408578, ""sentence"": ""a fire hydrant in front of a building .""}, {""confidence"": 0.00013881713070142295, ""sentence"": ""a fire hydrant sitting in the middle of a field .""}, {""confidence"": 0.00012575712929450985, ""sentence"": ""a fire hydrant in front of a brick building .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 20, ""captioning"": 648, ""units"": ""ms""}}","['a fire hydrant in front of a building .', 'a fire hydrant sitting in the middle of a field .', 'a fire hydrant in front of a brick building .']",27.33,0.5296,"pedestal, plinth, footstall, brass, memorial tablet, plaque, obelisk",Generated Image no description 1/image_7340.png
7360,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,Eastgate,United States,at night you see two people arguing in the woods and you periodically hear gun shots. This really happen as two friends went hunting one afternoon and both failed to return. it was a murder suicide. this is Really freaky,Tealtown Road,Ohio,OH,-84.243409,39.1059213,-84.1768795,39.0770072,True,True,2,night,Spooky Sounds,murder,9:29,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,10578.72540342239,,,"[('night', 'TIME'), ('two', 'CARDINAL'), ('one afternoon', 'TIME')]","night, one afternoon",,,,two,,,,,,,,,,,,,,"Spooky Sounds appearing at  a haunted Tealtown Road at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7360.png,"{""captions"": [{""confidence"": 0.0005466765645355374, ""sentence"": ""a stop sign on the side of the road .""}, {""confidence"": 0.0005042538699471782, ""sentence"": ""a stop sign on the side of a road .""}, {""confidence"": 0.00025287835468019195, ""sentence"": ""a stop sign on the side of the road""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 641, ""units"": ""ms""}}","['a stop sign on the side of the road .', 'a stop sign on the side of a road .', 'a stop sign on the side of the road']",26.33,0.5608,"unicycle, monocycle, car mirror, viaduct, bison, worm fence, snake fence, snake-rail fence, Virginia fence",Generated Image no description 1/image_7360.png
7380,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,Garfield Heights,United States,On this bridge is the ghost of a man who fishes off the bridge. People have reported him whispering in their ears while fishing.,Garfield Park Bridge,Ohio,OH,-81.6087806,41.4317017,-81.6059581,41.4169974,True,False,0,unknown,Male Ghost,supernatural,9:15,1/1/25,2025,Unknown,Unknown,Unknown,1.47,1877.5,381744,1972.451725054858,1.0,christian,[],,,,,,,,,,,,,,,,,,,"Male floating figure appearing at  a haunted Garfield Park Bridge, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7380.png,"{""captions"": [{""confidence"": 4.676931071650963e-05, ""sentence"": ""a black and white photo of a person on a laptop .""}, {""confidence"": 4.631288385102027e-05, ""sentence"": ""a black and white photo of a person in a dark room .""}, {""confidence"": 2.9745379375899623e-05, ""sentence"": ""a black and white photo of a person on a laptop""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 5, ""captioning"": 656, ""units"": ""ms""}}","['a black and white photo of a person on a laptop .', 'a black and white photo of a person in a dark room .', 'a black and white photo of a person on a laptop']",35.0,0.5316,"nematode, nematode worm, roundworm, matchstick, digital clock, jack-o'-lantern, theater curtain, theatre curtain",Generated Image no description 1/image_7380.png
7420,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,LaGrande,United States,There has been many hauntings reported by many......a lot of people died in this place a long time ago.,Hot Lake Hotel,Ohio,OH,-117.95853,45.2433814,-82.119872,41.2372753,False,False,10,unknown,Ghost,accident with casualty,8:49,1/1/25,2025,Unknown,Unknown,Unknown,1.47,1877.5,381744,12542.12876,,,"[('a long time ago', 'DATE')]",,,,,,a long time ago,,,,,,,,,,,,,"Floating human figure appearing at  a haunted Hot Lake Hotel, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7420.png,"{""captions"": [{""confidence"": 0.0003805952989659804, ""sentence"": ""a person standing on a surfboard in the water .""}, {""confidence"": 0.00027743094968897926, ""sentence"": ""a man standing on a boat in the water .""}, {""confidence"": 0.000250168883859032, ""sentence"": ""a man standing on a surfboard in the water .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 15, ""captioning"": 649, ""units"": ""ms""}}","['a person standing on a surfboard in the water .', 'a man standing on a boat in the water .', 'a man standing on a surfboard in the water .']",43.0,0.4632,"lakeside, lakeshore, canoe, paddle, boat paddle, sandbar, sand bar, breakwater, groin, groyne, mole, bulwark, seawall, jetty",Generated Image no description 1/image_7420.png
7440,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,Mansfield,United States,In 1896 Ceely Rose murdered her whole family with rat poison for her true love who really was not. She has been seen in the house and haunts it. From 30 west take route 603 to Malabar Farm Inn.,Ceely Rose House,Ohio,OH,-82.399092,40.6522452,-82.5154471,40.75839,False,True,0,unknown,Multiple Ghosts,murder,11:44,10/01/1896,1896,Unknown,Unknown,Unknown,17.74,1962.5,365210,13336.765656268908,,,"[('1896', 'DATE'), ('Rose', 'PERSON'), ('30', 'CARDINAL'), ('603', 'CARDINAL'), ('Malabar Farm Inn', 'ORG')]",,Rose,,,"30, 603",1896,,,,Malabar Farm Inn,,,,,,,,,"Multiple floating figures appearing at  a haunted Ceely Rose House, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.","{'Town of Bridgewater': {'Latitude': '41.97279', 'Longitude': '-70.97482'}}",image_7440.png,"{""captions"": [{""confidence"": 0.00016901729398312312, ""sentence"": ""a black and white photo of a man on a skateboard .""}, {""confidence"": 0.00015492878572556675, ""sentence"": ""a black and white photo of a man and a dog""}, {""confidence"": 0.00013617520508771522, ""sentence"": ""a black and white photo of a man and a dog .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 661, ""units"": ""ms""}}","['a black and white photo of a man on a skateboard .', 'a black and white photo of a man and a dog', 'a black and white photo of a man and a dog .']",27.0,0.4865,"spider monkey, Ateles geoffroyi, palace, church, church building, fountain, bannister, banister, balustrade, balusters, handrail",Generated Image no description 1/image_7440.png
7460,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,Mason,United States,"When you drive by the cemetery, you can sometimes see her hitch-hiking for a ride. If you pick her up, She will not be there when you stop to let her out. Some people say that she is still trying to get to the prom to see her boyfriend!",Rose Hill Cemetery,Ohio,OH,-84.3096671,39.3545593,-84.309939,39.3600586,False,True,5,night,Unknown,unknown,9:28,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,2356.814127623647,,,[],,,,,,,,,,,,,,,,,,," a haunted Rose Hill Cemetery at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7460.png,"{""captions"": [{""confidence"": 3.373502975790365e-05, ""sentence"": ""a black and white photo of a park bench""}, {""confidence"": 1.3314184554748554e-05, ""sentence"": ""a black and white photo of a church with a clock tower .""}, {""confidence"": 1.2284319926646183e-05, ""sentence"": ""a black and white photo of a park with benches""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 648, ""units"": ""ms""}}","['a black and white photo of a park bench', 'a black and white photo of a church with a clock tower .', 'a black and white photo of a park with benches']",23.67,0.5821,triumphal arch,Generated Image no description 1/image_7460.png
7480,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,Milford,United States,"If you go to this bridge, turn off your car and flash your lights three times, and look out a window on the bridge you will see a man hanging in a tree, until you see this your car is not supposed to start up again. Also a Satanic church is near by. If you are caught hanging down there a black truck will chase you away and try to run you off the road.",Historic covered bridge,Ohio,OH,-84.187114,39.1313473,-84.2943821,39.1753377,False,True,5,unknown,Demon,unknown,10:30,11/2/23,2023,Unknown,Unknown,Unknown,80.73,1837.2,390118,10153.047472785149,,,"[('three', 'CARDINAL'), ('Satanic', 'ORG')]",,,,,three,,,,,Satanic,,,,,,,,,"Angry man appearing at  a haunted Historic covered bridge, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7480.png,"{""captions"": [{""confidence"": 3.909665310580903e-06, ""sentence"": ""an old building with a train on the tracks .""}, {""confidence"": 3.735864836628509e-06, ""sentence"": ""an old building with a train on the tracks""}, {""confidence"": 3.0270259671451716e-06, ""sentence"": ""an old building with a train on it""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 19, ""captioning"": 645, ""units"": ""ms""}}","['an old building with a train on the tracks .', 'an old building with a train on the tracks', 'an old building with a train on it']",19.33,0.5964,"barn, boathouse, lumbermill, sawmill",Generated Image no description 1/image_7480.png
7500,Ohio,OH,10.91,17.2,5.7,8.2,1.9,4.4,5739,56.1,6.24,54.8,54.8,83.0,54.8,151736.0,8.52,2.84,New Waterford,United States,A little boy is said to have committed suicide in the 1990's by hanging himself in what is now a burned down house on Hisey Road. His ghost has bee seen at the house. The house burned down a few years after the suicide.,Hisey Road,Ohio,OH,-80.6022209,40.8563926,-80.6145164,40.845061,False,True,0,unknown,Child Ghost,accident with casualty,9:18,1/1/95,1995,Unknown,Unknown,Unknown,12.35,1889.5,379317,1728.095476259016,1.0,christian,"[('1990', 'DATE'), ('Hisey Road', 'FAC'), ('a few years', 'DATE')]",,,,,,"1990, a few years",,,,,,,Hisey Road,,,,,,"Child floating figure appearing at  a haunted Hisey Road, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_7500.png,"{""captions"": [{""confidence"": 1.5054609671427369e-05, ""sentence"": ""a man holding a black umbrella in a park .""}, {""confidence"": 1.4109153857073395e-05, ""sentence"": ""a man holding a black umbrella in the snow .""}, {""confidence"": 3.0876724676790475e-06, ""sentence"": ""a man holding a black umbrella standing on a lush green field .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 18, ""captioning"": 659, ""units"": ""ms""}}","['a man holding a black umbrella in a park .', 'a man holding a black umbrella in the snow .', 'a man holding a black umbrella standing on a lush green field .']",25.67,0.5208,"cloak, abaya, groom, bridegroom, megalith, megalithic structure, fountain",Generated Image no description 3/image_7500.png
